Image,True Label,Predicted Label,Probability,Correct
00921.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9986414313316345,True
02881.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9996299743652344,True
04716.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9996253252029419,True
01385.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999887943267822,True
04305.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999948740005493,True
00288.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9998109936714172,True
03209.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999995231628418,True
05998.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999927282333374,True
05585.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9964900612831116,True
06524.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999998807907104,True
05378.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9996918439865112,True
07730.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,1.0,True
06592.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999885559082031,True
06745.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999996423721313,True
01272.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999605417251587,True
04849.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9998120665550232,True
04431.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9351761937141418,True
07754.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999953508377075,True
06338.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999990463256836,True
00101.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.999998927116394,True
00989.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,1.0,True
01483.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.9999736547470093,True
03638.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.7457537055015564,True
06000.jpg,Toyota 4Runner SUV 2012,Toyota 4Runner SUV 2012,0.999993085861206,True
00467.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9999325275421143,True
00672.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.6814780831336975,True
05065.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9410947561264038,True
00557.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9509409666061401,True
03898.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9990899562835693,True
03241.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9964830875396729,True
04317.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.5138273239135742,True
05857.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9983408451080322,True
07437.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9988045692443848,True
01845.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9984966516494751,True
06463.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9989885687828064,True
03351.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9999676942825317,True
00119.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9998738765716553,True
04267.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.7140724658966064,True
06176.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9895734190940857,True
07731.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9986141920089722,True
02111.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.606959342956543,True
00214.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9999332427978516,True
04197.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9971730709075928,True
04477.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9999988079071045,True
05150.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.46154356002807617,True
05564.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9654330015182495,True
04892.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9999569654464722,True
06212.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.7498189210891724,True
01168.jpg,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Coupe 2012,0.9906097054481506,True
02243.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.8122890591621399,True
04223.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9999933242797852,True
05336.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9334832429885864,True
02824.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9893804788589478,True
00317.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9992959499359131,True
00609.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.7077967524528503,True
05226.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9502803087234497,True
06679.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9999998807907104,True
05294.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9230543375015259,True
05037.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9902538657188416,True
02505.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9943394064903259,True
07114.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9272847175598145,True
06961.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9984501600265503,True
03162.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9996984004974365,True
06451.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9940769672393799,True
03142.jpg,Bentley Continental GT Coupe 2012,Bentley Continental GT Coupe 2012,0.9999904632568359,True
01822.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.832656741142273,True
01031.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999991655349731,True
07879.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999808073043823,True
05476.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9777506589889526,True
05021.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,1.0,True
01830.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999895095825195,True
05930.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999903440475464,True
01759.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9927167892456055,True
06122.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9959982633590698,True
02891.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9998718500137329,True
06131.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,1.0,True
06506.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9997581839561462,True
07143.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999995231628418,True
02993.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9988051652908325,True
01757.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999631643295288,True
00018.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999792575836182,True
00327.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.27301642298698425,True
07802.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.999994158744812,True
03509.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999990463256836,True
00512.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.35050609707832336,True
04414.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9965505599975586,True
03505.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999808073043823,True
01178.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999641180038452,True
05048.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9998823404312134,True
01298.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999938011169434,True
00190.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9986631870269775,True
05661.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999464750289917,True
00732.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,1.0,True
00504.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999992847442627,True
05953.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999827146530151,True
01832.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,1.0,True
00229.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9997853636741638,True
07963.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999961853027344,True
05651.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9999972581863403,True
02672.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9812486171722412,True
02648.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9989318251609802,True
00114.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,1.0,True
06185.jpg,BMW X6 SUV 2012,BMW X6 SUV 2012,0.9997895359992981,True
04156.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9963384866714478,True
06053.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9859179854393005,True
00263.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999783039093018,True
01530.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999589920043945,True
02994.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9998784065246582,True
07487.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999206066131592,True
02435.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999837875366211,True
07599.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9973185658454895,True
05317.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.998570442199707,True
03506.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999996423721313,True
01597.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999935626983643,True
01828.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999836683273315,True
01896.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.736429750919342,True
03980.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999997615814209,True
03024.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999983310699463,True
07997.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999959468841553,True
07055.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999949932098389,True
01549.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999995231628418,True
01963.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.999996542930603,True
01285.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999910593032837,True
03668.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,1.0,True
02943.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9997088313102722,True
07761.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.999951958656311,True
02317.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9816163778305054,True
06710.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9997379183769226,True
04374.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9814852476119995,True
01197.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9992209672927856,True
02166.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999871253967285,True
01275.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9865455031394958,True
02411.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9998168349266052,True
04184.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999605417251587,True
07283.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9651097059249878,True
06924.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,1.0,True
01313.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.99994957447052,True
01342.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999912977218628,True
00188.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999184608459473,True
05811.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9926111102104187,True
00376.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999843835830688,True
04939.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9695679545402527,True
05141.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9784848093986511,True
07039.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999796152114868,True
00490.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9999366998672485,True
05663.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.99996018409729,True
06872.jpg,Mercedes-Benz 300-Class Convertible 1993,Mercedes-Benz 300-Class Convertible 1993,0.9946551322937012,True
06410.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,1.0,True
04853.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999895095825195,True
01096.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999535083770752,True
06157.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9992960691452026,True
07352.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9998612403869629,True
04888.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9987794756889343,True
03528.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999964237213135,True
00189.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999955892562866,True
08003.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999889135360718,True
05118.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999972581863403,True
02956.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9970332384109497,True
06012.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999992847442627,True
03253.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9996799230575562,True
03998.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999996423721313,True
05437.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9972559809684753,True
03163.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,1.0,True
03946.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999997615814209,True
00267.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9996951818466187,True
04280.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999955892562866,True
00011.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.99935382604599,True
04439.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.998907208442688,True
06972.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.999911904335022,True
01693.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999998807907104,True
01529.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9998781681060791,True
01851.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999935626983643,True
01103.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999594688415527,True
03292.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999985694885254,True
05901.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999997615814209,True
04487.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.83786541223526,True
07551.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9983343482017517,True
01428.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999096393585205,True
01658.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999996423721313,True
04046.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.999994158744812,True
05328.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.351682186126709,True
02874.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9999998807907104,True
05672.jpg,Buick Verano Sedan 2012,Buick Verano Sedan 2012,0.9960810542106628,True
01566.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9990379810333252,True
03016.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9998651742935181,True
06388.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9897794127464294,True
04578.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999939203262329,True
06315.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999984502792358,True
04232.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9966802597045898,True
06034.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999982118606567,True
02122.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9992139339447021,True
06002.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9997424483299255,True
04555.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.6939492225646973,True
05868.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999983310699463,True
07907.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9954591989517212,True
01184.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9891562461853027,True
01423.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9996938705444336,True
03751.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9976490139961243,True
08019.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999871253967285,True
07645.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999463558197021,True
03458.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9973530769348145,True
06262.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.999969482421875,True
06050.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9997465014457703,True
01297.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,1.0,True
00148.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999890327453613,True
02641.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9969911575317383,True
05665.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999970197677612,True
05690.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999775886535645,True
05142.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999986886978149,True
07720.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999878406524658,True
04096.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9998869895935059,True
03354.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9770417809486389,True
06575.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.5482161045074463,True
02485.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9126445651054382,True
02231.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999805688858032,True
01239.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999958276748657,True
00198.jpg,BMW 1 Series Coupe 2012,BMW 1 Series Coupe 2012,0.9999833106994629,True
